target_index,target_timestamp,target_utc,block_number,block_hash,block_timestamp,block_utc,diff_seconds,chainlink_price,oneinch_price,univ3_twap_300_price,univ3_twap_60_price,oneinch_gap_bps,univ3_300_gap_bps,univ3_60_gap_bps,chainlink_eth_age_seconds,chainlink_usdc_age_seconds,chainlink_status,oneinch_status,univ3_300_status,univ3_60_status
98,1788957815,2026-09-09T12:43:35+00:00,25939890,0x70f40da63e4f39e9f463a3a24950e274861eac612b4ade6fae8c6f14e01b916e,1788957815,2026-09-09T12:43:35+00:00,0,2498.53413,2503.363687,2507.674967,2508.929055,19.33,36.58,41.6,3240,16980,ok,ok,ok,ok
99,1788958415,2026-09-09T12:53:35+00:00,25939940,0x6b6fe81c242a9afa0fbd9967b6dffacebefc490f023fbbeea39e070748565d74,1788958415,2026-09-09T12:53:35+00:00,0,2511.812479,2505.697712,2510.685832,2510.936901,-24.34,-4.49,-3.49,372,17580,ok,ok,ok,ok
100,1788959015,2026-09-09T13:03:35+00:00,25939990,0x09b85a8509ba28e463938d5cd589db4b6c59d32224d73b340cb4295d8b876267,1788959015,2026-09-09T13:03:35+00:00,0,2511.812479,2505.657971,2509.932777,2509.179948,-24.5,-7.48,-10.48,972,18180,ok,ok,ok,ok
101,1788959615,2026-09-09T13:13:35+00:00,25940040,0xd2eed1885951cf3b023a43db6b6fce2a48aa994bd70578439be687d3b4cf8926,1788959615,2026-09-09T13:13:35+00:00,0,2511.812479,2507.094793,2511.941426,2511.690257,-18.78,0.51,-0.49,1572,18780,ok,ok,ok,ok
102,1788960215,2026-09-09T13:23:35+00:00,25940090,0xb40fe2505e75c3b95a67b30e6b0bb157ee926a0fbf5539d2e3c5353e413a4ca6,1788960215,2026-09-09T13:23:35+00:00,0,2511.812479,2507.321057,2512.695084,2513.197648,-17.88,3.51,5.51,2172,19380,ok,ok,ok,ok
103,1788960815,2026-09-09T13:33:35+00:00,25940140,0x7eb9609835760e5ebe29409243b9ed2c314350f94e7d32f0f9bd611cc1624de5,1788960815,2026-09-09T13:33:35+00:00,0,2511.812479,2508.834799,2513.700313,2515.20891,-11.85,7.52,13.52,2772,19980,ok,ok,ok,ok
104,1788961415,2026-09-09T13:43:35+00:00,25940190,0x3a588dac37e70193d27e57e3cbb5ab3b9b6fdda98af2a7aae7367e6d6c4d3fb1,1788961415,2026-09-09T13:43:35+00:00,0,2511.812479,2502.927534,2507.424224,2502.915145,-35.37,-17.47,-35.42,3372,20580,ok,ok,ok,ok
105,1788962015,2026-09-09T13:53:35+00:00,25940240,0xb5263a1c98487f35b7ddda448007a2c7fb090d9b0b0d6aa5cd6dc376b004bbb5,1788962015,2026-09-09T13:53:35+00:00,0,2510.907114,2507.170128,2511.187994,2510.685832,-14.88,1.12,-0.88,348,21180,ok,ok,ok,ok
106,1788962615,2026-09-09T14:03:35+00:00,25940288,0x94890b5fc63c785481b7a8e23b3964f960839ca7ec560690ff3b9193650c1fa7,1788962615,2026-09-09T14:03:35+00:00,0,2497.586262,2500.750474,2501.664063,2498.414175,12.67,16.33,3.31,108,21780,ok,ok,ok,ok
107,1788963215,2026-09-09T14:13:35+00:00,25940337,0x32d1534a0d99df5db1a6611e2fdca9eea0a7f1c7ae39300b6cc5b9afe5ae228c,1788963215,2026-09-09T14:13:35+00:00,0,2497.586262,2499.714676,2499.413691,2496.915651,8.52,7.32,-2.69,708,22380,ok,ok,ok,ok
108,1788963815,2026-09-09T14:23:35+00:00,25940387,0x68db55a5c26bebf3281cac55001c0bce30a2bf30d0482f840a1b39757e2bb07b,1788963815,2026-09-09T14:23:35+00:00,0,2497.586262,2499.878239,2497.914567,2497.914567,9.18,1.31,1.31,1308,22980,ok,ok,ok,ok
109,1788964415,2026-09-09T14:33:35+00:00,25940437,0xce772a7c723f7917805bb4d8c877525357ef8480583a6a91e784090085df062f,1788964415,2026-09-09T14:33:35+00:00,0,2510.532085,2505.401583,2509.932777,2510.434789,-20.44,-2.39,-0.39,252,23580,ok,ok,ok,ok
110,1788965015,2026-09-09T14:43:35+00:00,25940487,0x3cc9ba69f3b97964ac365d2fb8c8ae0a0ff2ec84165b39067ff643b2efb6db12,1788965015,2026-09-09T14:43:35+00:00,0,2510.532085,2504.969112,2508.929055,2506.922815,-22.16,-6.39,-14.38,852,24180,ok,ok,ok,ok
111,1788965615,2026-09-09T14:53:35+00:00,25940537,0x64d5d66a6bb304e36e22ac3353193330c19fc1bb843a0804320457cf6651f660,1788965615,2026-09-09T14:53:35+00:00,0,2510.532085,2501.050993,2504.41727,2501.413922,-37.77,-24.36,-36.32,1452,24780,ok,ok,ok,ok
112,1788966215,2026-09-09T15:03:35+00:00,25940587,0xde50cfacc76b56d6d29b8f16a6483e133662d4538f5c1b760cd573be6da3686d,1788966215,2026-09-09T15:03:35+00:00,0,2497.559527,2497.268326,2498.913883,2494.919017,-1.17,5.42,-10.57,432,25380,ok,ok,ok,ok
113,1788966815,2026-09-09T15:13:35+00:00,25940637,0x35edb7f99194df93607417a7812b5a7cb429f1708bbbac0050da4912e3b962e3,1788966815,2026-09-09T15:13:35+00:00,0,2482.592599,2486.651106,2487.445849,2483.469317,16.35,19.55,3.53,108,25980,ok,ok,ok,ok
114,1788967415,2026-09-09T15:23:35+00:00,25940687,0x4e832c927f357d0dfc0bb65001224dc650f46eacb12a40b47e06ac92ecd452b8,1788967415,2026-09-09T15:23:35+00:00,0,2482.592599,2478.743457,2482.972698,2474.545346,-15.5,1.53,-32.41,708,26580,ok,ok,ok,ok
115,1788968015,2026-09-09T15:33:35+00:00,25940736,0x8c38e619d08c067ad8cd1c13203963588ebd11cb609847d896f30ac46217e9f1,1788968015,2026-09-09T15:33:35+00:00,0,2482.592599,2482.319992,2480.739139,2482.227955,-1.1,-7.47,-1.47,1308,27180,ok,ok,ok,ok
116,1788968615,2026-09-09T15:43:35+00:00,25940786,0xef526206a192ab721769775cefd567bb8c09629582e060e647de9041218e50e4,1788968615,2026-09-09T15:43:35+00:00,0,2482.592599,2490.600919,2491.428749,2492.42547,32.26,35.59,39.61,1908,27780,ok,ok,ok,ok
117,1788969215,2026-09-09T15:53:35+00:00,25940836,0xaff95230b34fb3af274f3e59505e6b7289a9f1affb568e20cc211a87e58404d3,1788969215,2026-09-09T15:53:35+00:00,0,2482.592599,2490.521753,2491.92706,2491.428749,31.94,37.6,35.59,2508,28380,ok,ok,ok,ok
118,1788969815,2026-09-09T16:03:35+00:00,25940886,0x36ba74e70383b89dc8632d03449b0d71544dfb933c4c77ba4726a72852017263,1788969815,2026-09-09T16:03:35+00:00,0,2482.592599,2490.412159,2491.428749,2492.42547,31.5,35.59,39.61,3108,28980,ok,ok,ok,ok
119,1788970415,2026-09-09T16:13:35+00:00,25940936,0x03d0d7437f0d3bb42bc0d449c532709513e69ff88635b9f50723f1c74cd247a0,1788970415,2026-09-09T16:13:35+00:00,0,2495.584368,2489.291026,2488.93869,2489.436503,-25.22,-26.63,-24.63,588,29580,ok,ok,ok,ok
120,1788971015,2026-09-09T16:23:35+00:00,25940986,0x6d4418e616ebd179911227bce952cab9e54fb68783260ee31e8df82690ee6465,1788971015,2026-09-09T16:23:35+00:00,0,2495.584368,2488.357968,2487.694594,2487.19713,-28.96,-31.61,-33.61,1188,30180,ok,ok,ok,ok
121,1788971615,2026-09-09T16:33:35+00:00,25941036,0xe05c80cb51fad434ef7ea9402b8237821e69a025225c4355a3a90bdf117d10fa,1788971615,2026-09-09T16:33:35+00:00,0,2495.584368,2492.170905,2492.176252,2494.420108,-13.68,-13.66,-4.67,1788,30780,ok,ok,ok,ok
122,1788972215,2026-09-09T16:43:35+00:00,25941086,0xeffef488441d2dc361d7cbe6606041c9bc76a7760fa27396c5c3b126d2303677,1788972215,2026-09-09T16:43:35+00:00,0,2495.584368,2494.1603,2497.165343,2497.415059,-5.71,6.34,7.34,2388,31380,ok,ok,ok,ok
123,1788972815,2026-09-09T16:53:35+00:00,25941135,0xe52bf50d7b1601436e5ea36f03f9d2ef95f513447e01cc53dadee5cecc7c6d25,1788972815,2026-09-09T16:53:35+00:00,0,2495.584368,2494.067556,2497.415059,2496.915651,-6.08,7.34,5.33,2988,31980,ok,ok,ok,ok
124,1788973415,2026-09-09T17:03:35+00:00,25941184,0xe246a794a60da71013a3d03a2cbf999e5d8fcd48f4277853d2377200701fe768,1788973415,2026-09-09T17:03:35+00:00,0,2495.584368,2493.632478,2495.418026,2495.917135,-7.82,-0.67,1.33,3588,32580,ok,ok,ok,ok
125,1788974015,2026-09-09T17:13:35+00:00,25941234,0x676a820b46b0aa92ada6d861ae2da994268c515071a432c3b345506fb7c0ed57,1788974015,2026-09-09T17:13:35+00:00,0,2495.646875,2494.336931,2495.667568,2496.665985,-5.25,0.08,4.08,576,33180,ok,ok,ok,ok
126,1788974615,2026-09-09T17:23:35+00:00,25941284,0x2788c9a058414c19c76c5bc257befca777e3240e227e63de53cc399fbebb96d6,1788974615,2026-09-09T17:23:35+00:00,0,2495.646875,2494.177436,2496.416343,2496.166726,-5.89,3.08,2.08,1176,33780,ok,ok,ok,ok
127,1788975215,2026-09-09T17:33:35+00:00,25941333,0xab8efb775b8e537e89d8ef0ede4eb2f42c26f32b86bee88684a2fdcdb1b50f52,1788975215,2026-09-09T17:33:35+00:00,0,2495.646875,2493.282485,2496.416343,2494.66955,-9.47,3.08,-3.92,1776,34380,ok,ok,ok,ok
128,1788975815,2026-09-09T17:43:35+00:00,25941383,0x449aa9e2591dfce1f7252c4c752313342214f11c23e4b863547fcddeb82ed42d,1788975815,2026-09-09T17:43:35+00:00,0,2495.646875,2491.492199,2491.92706,2489.685446,-16.65,-14.91,-23.89,2376,34980,ok,ok,ok,ok
129,1788976415,2026-09-09T17:53:35+00:00,25941433,0xd0621728a40e27318d4883d6f726b25cb4ef1ac6a7e4846ba09ba15c7c6b163d,1788976415,2026-09-09T17:53:35+00:00,0,2495.646875,2492.354588,2491.677892,2492.176252,-13.19,-15.9,-13.91,2976,35580,ok,ok,ok,ok
130,1788977015,2026-09-09T18:03:35+00:00,25941483,0x6cc0e41de8fbece1075eab37e14e3d9024e38ebb25e03af6261260edb1a904f5,1788977015,2026-09-09T18:03:35+00:00,0,2495.646875,2493.645879,2494.420108,2494.420108,-8.02,-4.92,-4.92,3576,36180,ok,ok,ok,ok
131,1788977615,2026-09-09T18:13:35+00:00,25941533,0x213b05f085f3c36b08254c134455938d97f88811de1ac40d98986ac79c123d06,1788977615,2026-09-09T18:13:35+00:00,0,2494.353326,2491.608833,2491.428749,2490.930538,-11.0,-11.72,-13.72,552,36780,ok,ok,ok,ok
132,1788978215,2026-09-09T18:23:35+00:00,25941583,0x3156f0850da475310dd7b8da5fbd31f09a5a929ec92fd81653d15be926fc43b5,1788978215,2026-09-09T18:23:35+00:00,0,2494.353326,2491.791122,2490.183408,2490.68147,-10.27,-16.72,-14.72,1152,37380,ok,ok,ok,ok
133,1788978815,2026-09-09T18:33:35+00:00,25941633,0xf99550f06300490c244a9a45974120f6ee265eeb00d8398c9afb31ace087e64b,1788978815,2026-09-09T18:33:35+00:00,0,2494.353326,2491.765749,2489.934415,2489.934415,-10.37,-17.72,-17.72,1752,37980,ok,ok,ok,ok
134,1788979415,2026-09-09T18:43:35+00:00,25941683,0xf5b20138f6dea6eebcd59e0bfc413f26abbe58a3318f98ed38a4b539ba95027f,1788979415,2026-09-09T18:43:35+00:00,0,2494.353326,2490.576545,2488.93869,2488.689821,-15.14,-21.71,-22.71,2352,38580,ok,ok,ok,ok
135,1788980015,2026-09-09T18:53:35+00:00,25941733,0xafb1237ae46a2c39f505bfae3a410a8379d7db60eb3175c89f7c70758267c27e,1788980015,2026-09-09T18:53:35+00:00,0,2494.353326,2488.992781,2487.694594,2486.948435,-21.49,-26.7,-29.69,2952,39180,ok,ok,ok,ok
136,1788980615,2026-09-09T19:03:35+00:00,25941783,0x2d70bdf6625afe276d680bfdc9d070a38fc3c73f796f42fd78a9ec4e8447d60c,1788980615,2026-09-09T19:03:35+00:00,0,2479.935323,2484.836131,2481.979757,2480.987213,19.76,8.24,4.24,180,39780,ok,ok,ok,ok
137,1788981215,2026-09-09T19:13:35+00:00,25941833,0xde36cb4d82dff1eb0a77fe051c5c0aebe273aa37206e1c46148e3d7916c4c2c2,1788981215,2026-09-09T19:13:35+00:00,0,2479.935323,2484.149675,2480.739139,2480.987213,16.99,3.24,4.24,780,40380,ok,ok,ok,ok
138,1788981815,2026-09-09T19:23:35+00:00,25941882,0x7c3d15875163f501ccab4c92e37bdbf37da1b22042b571cd66de2957820da2a2,1788981815,2026-09-09T19:23:35+00:00,0,2479.935323,2485.525797,2483.220995,2483.220995,22.54,13.25,13.25,1380,40980,ok,ok,ok,ok
139,1788982415,2026-09-09T19:33:35+00:00,25941932,0x75755e17a88d1ae1ac817f31ff9dd4932a68fe25b7fa4ba8d438f06d0349faa9,1788982415,2026-09-09T19:33:35+00:00,0,2479.935323,2484.823534,2482.724425,2481.731584,19.71,11.25,7.24,1980,41580,ok,ok,ok,ok
140,1788983015,2026-09-09T19:43:35+00:00,25941982,0x13bf8e4be9bc9220ea249c9de32a2fd73f1ec1fdd488f4e78bbde05d22524110,1788983015,2026-09-09T19:43:35+00:00,0,2479.935323,2479.211325,2474.297917,2473.803131,-2.92,-22.73,-24.73,2580,42180,ok,ok,ok,ok
141,1788983615,2026-09-09T19:53:35+00:00,25942032,0xaa4244bfcc93daea2a4c30b605cd551af07cee2c571a07b0c90c836528713ec0,1788983615,2026-09-09T19:53:35+00:00,0,2466.430347,2471.787003,2469.107602,2466.393213,21.72,10.85,-0.15,132,42780,ok,ok,ok,ok
142,1788984215,2026-09-09T20:03:35+00:00,25942080,0x961c852645adf5442e0b9da64240cb6c762d455376e0930af88548ae7c0523b9,1788984215,2026-09-09T20:03:35+00:00,0,2466.430347,2472.432682,2465.653443,2467.379918,24.34,-3.15,3.85,732,43380,ok,ok,ok,ok
143,1788984815,2026-09-09T20:13:35+00:00,25942130,0x2f017734a9d7ac7de4a8961f096d6712ab9d50cf7ad05cea460cf028dfb19a33,1788984815,2026-09-09T20:13:35+00:00,0,2466.430347,2471.915879,2466.146598,2467.133205,22.24,-1.15,2.85,1332,43980,ok,ok,ok,ok
144,1788985415,2026-09-09T20:23:35+00:00,25942178,0xdbbf7a8995e0fc960f980e137dea27e0d376e28a844d73d1e1d0a453f30476fc,1788985415,2026-09-09T20:23:35+00:00,0,2466.430347,2469.848743,2469.354513,2468.860716,13.86,11.86,9.85,1932,44580,ok,ok,ok,ok
