block,blockHash,timestamp,v3Spot,chainlink,aave,ethUsd,usdcUsd,ethFeedAgeSeconds,usdcFeedAgeSeconds,ethRoundId,ethUpdatedAt,aggregated1,v31,report1,aggregated10,v310,report10,aggregated100,v3100,report100
23550119,0x6cc9fb4df9a4f4978a4c5efe051a39af4a8b0ffc4664ada6a8b97cb68eb509b5,2025-10-10T21:50:23Z,3688.7865542389236,3824.787040103116,3834.113897217694,3825.058294,1.00007092,108,480,129127208515966880130,1760132915,3790.890801,3686.664457,outputs/october-price-gap/23550119-1.json.gz,3774.3261782,3684.169546,outputs/october-price-gap/23550119-10.json.gz,3686.6692540599997,3658.28357158,outputs/dense-crash/raw/23550119-WETH-USDC-100.json.gz
23550122,0x3969ed5794b2cbc55b504e565f7bca47a23ebf07379f2e83851817d7550512b5,2025-10-10T21:50:59Z,3711.77356453268,3845.3738092294493,3834.113897217694,3845.64652314,1.00007092,12,516,129127208515966880131,1760133047,3758.264061,3709.650464,outputs/october-price-gap/23550122-1.json.gz,3714.8797927,3707.24718,outputs/october-price-gap/23550122-10.json.gz,3692.02080365,3682.31644517,outputs/dense-crash/raw/23550122-WETH-USDC-100.json.gz
23550125,0xee9a08c90037e4ef0fe3584cc2fb5a4ac4f87b35a74cac9db74c9499433fedca,2025-10-10T21:51:35Z,3763.4409118755893,3845.3738092294493,3834.113897217694,3845.64652314,1.00007092,48,552,129127208515966880131,1760133047,3778.67237,3761.235083,outputs/october-price-gap/23550125-1.json.gz,3768.8640353,3758.3037128000005,outputs/october-price-gap/23550125-10.json.gz,3743.4600738800004,3731.39901765,outputs/dense-crash/raw/23550125-WETH-USDC-100.json.gz
23550128,0xd606b030c57b2285e1988625b406f0ec1f58932bb777cdd307a5124a978afbea,2025-10-10T21:52:11Z,3787.136526180678,3873.9599545200253,3834.113897217694,3874.23469576,1.00007092,12,588,129127208515966880132,1760133119,3819.907035,3784.914712,outputs/october-price-gap/23550128-1.json.gz,3786.5074400999997,3781.9716104,outputs/october-price-gap/23550128-10.json.gz,3758.90587752,3753.21717839,outputs/dense-crash/raw/23550128-WETH-USDC-100.json.gz
23550131,0x6051105bba976b7733dd1dcd37f1074e3f18700459dc6ad5e35d9cf1be2e4af1,2025-10-10T21:52:47Z,3775.2835339281637,3916.3722508799674,3894.1682994467656,3916.65,1.00007092,24,624,129127208515966880133,1760133143,3831.294925,3773.07032,outputs/october-price-gap/23550131-1.json.gz,3820.6412167000003,3770.1836864999996,outputs/october-price-gap/23550131-10.json.gz,3765.7555368000003,3742.19421605,outputs/dense-crash/raw/23550131-WETH-USDC-100.json.gz
23550134,0x20116e8607f592acdb1b10223f6ee63e4a85a3e452638673883ece2a965386d5,2025-10-10T21:53:23Z,3793.3668617204544,3916.3722508799674,3894.1682994467656,3916.65,1.00007092,60,660,129127208515966880133,1760133143,3862.109816,3791.134429,outputs/october-price-gap/23550134-1.json.gz,3855.5213999,3788.119934,outputs/october-price-gap/23550134-10.json.gz,3803.27049482,3759.04361398,outputs/dense-crash/raw/23550134-WETH-USDC-100.json.gz
23550137,0x6f46a7caaaec9d19b5c84716afb74e645a9e648cc1088fb49bef444ec857fc68,2025-10-10T21:53:59Z,3782.8447255228984,3916.3722508799674,3894.1682994467656,3916.65,1.00007092,96,696,129127208515966880133,1760133143,3797.149967,3780.627006,outputs/october-price-gap/23550137-1.json.gz,3787.1393838000004,3777.6926668,outputs/october-price-gap/23550137-10.json.gz,3766.93207278,3749.1903320399997,outputs/dense-crash/raw/23550137-WETH-USDC-100.json.gz
23550140,0x3cf55d429f0c1213b08195040c0e5463b4761ae984857187eab96242626a8786,2025-10-10T21:54:35Z,3822.915984600841,3916.3722508799674,3925.415130506833,3916.65,1.00007092,132,732,129127208515966880133,1760133143,3842.838278,3820.744537,outputs/october-price-gap/23550140-1.json.gz,3836.4276266,3818.4062304,outputs/october-price-gap/23550140-10.json.gz,3827.28025898,3792.66314676,outputs/dense-crash/raw/23550140-WETH-USDC-100.json.gz
23550143,0x386a4605b1a0ef2f61332e89c89ea978b3d1bf28366ec1818eec8e85d22f3f6f,2025-10-10T21:55:11Z,3817.9417842133444,3916.3722508799674,3900.3575903791807,3916.65,1.00007092,168,768,129127208515966880133,1760133143,3825.590281,3815.773331,outputs/october-price-gap/23550143-1.json.gz,3818.0973786000004,3813.4309712000004,outputs/october-price-gap/23550143-10.json.gz,3808.3750706600003,3786.8818136699997,outputs/dense-crash/raw/23550143-WETH-USDC-100.json.gz
23550146,0x48b40c3b6994883c31c855df76f9bf9b7c239f48db0c817c63c01f152172d16e,2025-10-10T21:55:47Z,3827.014989912635,3895.6125231598576,3900.3575903791807,3895.8888,1.00007092,24,804,129127208515966880134,1760133323,3876.206379,3824.841432,outputs/october-price-gap/23550146-1.json.gz,3865.1172362999996,3822.5020711999996,outputs/october-price-gap/23550146-10.json.gz,3809.88270074,3797.33468887,outputs/dense-crash/raw/23550146-WETH-USDC-100.json.gz
23550149,0x2d3bc4c47bfee30b6d6a1736612d2e4f90c1192775ade0c40721878a9be914f3,2025-10-10T21:56:23Z,3811.1543188414794,3895.6125231598576,3900.3575903791807,3895.8888,1.00007092,60,840,129127208515966880134,1760133323,3995.098092,3808.987924,outputs/october-price-gap/23550149-1.json.gz,3975.0419097999998,3806.641463,outputs/october-price-gap/23550149-10.json.gz,3841.59592238,3778.82808732,outputs/dense-crash/raw/23550149-WETH-USDC-100.json.gz
23550152,0xc95b5657044806a49fd810cb8d2eb9962f6a8f399a96e53289d715b77ecbddbb,2025-10-10T21:56:59Z,3820.018986402274,3895.6125231598576,3921.68310794465,3895.8888,1.00007092,96,876,129127208515966880134,1760133323,3832.3076,3817.849282,outputs/october-price-gap/23550152-1.json.gz,3820.3081764000003,3815.5123588,outputs/october-price-gap/23550152-10.json.gz,3812.7267943999996,3789.3121429099997,outputs/dense-crash/raw/23550152-WETH-USDC-100.json.gz
23550155,0xb2af93abd21b4e5d3e10c06daa37acd92fd31871a12a0cbe9da29c38db6487f5,2025-10-10T21:57:35Z,3820.018986402274,3962.373717455958,3921.68310794465,3962.654729,1.00007092,12,912,129127208515966880136,1760133443,3832.341241,3817.850679,outputs/october-price-gap/23550155-1.json.gz,3828.8895566,3815.5263648,outputs/october-price-gap/23550155-10.json.gz,3824.7938080699996,3789.50299757,outputs/dense-crash/raw/23550155-WETH-USDC-100.json.gz
23550158,0x9dc81e6503a19460aa691c032dc1656c72f925960896a9de013bcebe8323048f,2025-10-10T21:58:11Z,3830.02156445308,3962.373717455958,3952.925108241169,3962.654729,1.00007092,48,948,129127208515966880136,1760133443,3871.650228,3827.847595,outputs/october-price-gap/23550158-1.json.gz,3865.271486,3825.5185459,outputs/october-price-gap/23550158-10.json.gz,3836.5284900300003,3800.8838394199997,outputs/dense-crash/raw/23550158-WETH-USDC-100.json.gz
23550161,0x90c841c726866f8f8549cee4825d24b69f209b7f6e40e2c01e9491474e7217d7,2025-10-10T21:58:47Z,3840.977444525615,3962.373717455958,3952.925108241169,3962.654729,1.00007092,84,984,129127208515966880136,1760133443,3838.92672,3838.796155,outputs/october-price-gap/23550161-1.json.gz,3836.5993341000003,3836.4830392000003,outputs/october-price-gap/23550161-10.json.gz,3829.96110894,3813.1711221,outputs/dense-crash/raw/23550161-WETH-USDC-100.json.gz
23550164,0x8371f6f1211e107963363bee91045ac298d4541aefb10f65bb16747d8c25f88b,2025-10-10T21:59:23Z,3847.0381442615594,3962.373717455958,3952.925108241169,3962.654729,1.00007092,120,1020,129127208515966880136,1760133443,3847.056354,3844.85293,outputs/october-price-gap/23550164-1.json.gz,3844.6335231,3842.5042684,outputs/october-price-gap/23550164-10.json.gz,3831.7505140499998,3819.4049655,outputs/dense-crash/raw/23550164-WETH-USDC-100.json.gz
23550167,0xda148c7c1b024c12194e8d737d2467aa11510403a302fa75d58dd532399812e0,2025-10-10T21:59:59Z,3847.3661038320365,3962.373717455958,3952.925108241169,3962.654729,1.00007092,156,1056,129127208515966880136,1760133443,3863.960374,3845.180502,outputs/october-price-gap/23550167-1.json.gz,3857.5163423999998,3842.8309053999997,outputs/october-price-gap/23550167-10.json.gz,3835.33774197,3819.73562917,outputs/dense-crash/raw/23550167-WETH-USDC-100.json.gz
23550170,0x81024980cdd7930237008f2b40446bdeaa74e3fe2d914384374acb451bc1fb9e,2025-10-10T22:00:35Z,3858.4586898456528,3962.373717455958,3952.925108241169,3962.654729,1.00007092,192,1092,129127208515966880136,1760133443,3864.774449,3856.268318,outputs/october-price-gap/23550170-1.json.gz,3862.0160115999997,3853.9195038,outputs/october-price-gap/23550170-10.json.gz,3853.8341644300003,3830.73027978,outputs/dense-crash/raw/23550170-WETH-USDC-100.json.gz
23550173,0xf29ee03ce5b808037d25557e80f59257c425f080124fd54526f174d0a00627bf,2025-10-10T22:01:11Z,3860.9522407574664,3962.373717455958,3952.925108241169,3962.654729,1.00007092,228,1128,129127208515966880136,1760133443,3868.716639,3858.760389,outputs/october-price-gap/23550173-1.json.gz,3863.3028209999998,3856.4095178000002,outputs/october-price-gap/23550173-10.json.gz,3853.61207185,3833.18848328,outputs/dense-crash/raw/23550173-WETH-USDC-100.json.gz
23550176,0x6aa69e81ee184c4b443b3e6b978b4ece2ec9fc1c3f1fa16727c477917584aa94,2025-10-10T22:01:47Z,3868.7952737532387,3962.373717455958,3952.925108241169,3962.654729,1.00007092,264,1164,129127208515966880136,1760133443,3875.400974,3866.60023,outputs/october-price-gap/23550176-1.json.gz,3872.7444617,3864.2525943,outputs/october-price-gap/23550176-10.json.gz,3860.36070457,3840.92669047,outputs/dense-crash/raw/23550176-WETH-USDC-100.json.gz
23550179,0xbce8a742130a8a0d2564b217efdb029cf367a1d48cb0909b2d5a54f641462a79,2025-10-10T22:02:23Z,3890.6623351725193,3962.373717455958,3952.925108241169,3962.654729,1.00007092,300,1200,129127208515966880136,1760133443,3898.813604,3888.455245,outputs/october-price-gap/23550179-1.json.gz,3891.0076813,3886.1003243,outputs/october-price-gap/23550179-10.json.gz,3873.12221973,3862.5759294399995,outputs/dense-crash/raw/23550179-WETH-USDC-100.json.gz
23550182,0x7aeb28907a58882783a9ac0fb86925f1032d070dfbf45e5b36cf91c8c962e8a0,2025-10-10T22:02:59Z,3905.2976062676144,3962.373717455958,3952.925108241169,3962.654729,1.00007092,336,1236,129127208515966880136,1760133443,3903.091902,3903.091902,outputs/october-price-gap/23550182-1.json.gz,3901.0446483,3900.8144805999996,outputs/october-price-gap/23550182-10.json.gz,3885.6296680200003,3877.4882171,outputs/dense-crash/raw/23550182-WETH-USDC-100.json.gz
23550185,0x5063599290a4257685f6d3f7efcd65667cf4bd17fbd3393c6c1915fc526af9eb,2025-10-10T22:03:35Z,3893.980473832073,3937.2707687570796,3932.9967102260493,3937.55,1.00007092,12,1272,129127208515966880137,1760133803,3910.21327,3891.778432,outputs/october-price-gap/23550185-1.json.gz,3907.3464913000003,3889.4337621,outputs/october-price-gap/23550185-10.json.gz,3885.99078794,3865.90535723,outputs/dense-crash/raw/23550185-WETH-USDC-100.json.gz
23550188,0x613bd1a6ebbf8efe47017c722bbb8ac6a419cd883f7e422ee5cb1b21728989de,2025-10-10T22:04:11Z,3897.023325526081,3937.2707687570796,3932.9967102260493,3937.55,1.00007092,48,1308,129127208515966880137,1760133803,3906.903801,3894.819463,outputs/october-price-gap/23550188-1.json.gz,3903.6359585,3892.5183031,outputs/october-price-gap/23550188-10.json.gz,3892.69980194,3869.0165273099997,outputs/dense-crash/raw/23550188-WETH-USDC-100.json.gz
23550191,0x4f58d99f9bb20f8a12adec50ee288448983e3b5b0402779d452faf76d4bd96fc,2025-10-10T22:04:47Z,3882.8861353897737,3937.2707687570796,3932.9967102260493,3937.55,1.00007092,84,1344,129127208515966880137,1760133803,3903.531139,3880.682922,outputs/october-price-gap/23550191-1.json.gz,3894.1293863,3878.3264977999997,outputs/october-price-gap/23550191-10.json.gz,3881.5785629899997,3854.84951859,outputs/dense-crash/raw/23550191-WETH-USDC-100.json.gz
23550192,0x421e085a31e315c2358ad8769965950726e92f73b94b35e8c0fa0695bd3d214c,2025-10-10T22:04:59Z,3907.5487836841926,3906.9099499663484,3932.9967102260493,3907.18702802,1.00007092,0,1356,129127208515966880138,1760133899,3905.341741,3905.341741,outputs/october-price-gap/23550192-1.json.gz,3903.0635957,3903.0635957,outputs/october-price-gap/23550192-10.json.gz,3884.59575235,3879.79519026,outputs/dense-crash/raw/23550192-WETH-USDC-100.json.gz
